,timestamp,value,pressure
95138,1422756000,2843,983.979
95139,1422759600,2835,983.844
95140,1422763200,2817,983.911
95141,1422766800,2821,984.182
95142,1422770400,2836,984.182
95143,1422774000,2833,984.487
95144,1422777600,2734,984.961
95145,1422781200,2847,985.604
95146,1422784800,2665,986.451
95147,1422788400,2760,987.67
95148,1422792000,2660,988.348
95149,1422795600,2676,989.431
95150,1422799200,2740,990.583
95151,1422802800,2760,991.7
95152,1422806400,2706,992.377
95153,1422810000,2784,993.122
95154,1422813600,2688,993.8
95155,1422817200,2549,994.714
95156,1422820800,2679,995.086
95157,1422824400,2688,995.425
95158,1422828000,2729,995.764
95159,1422831600,2594,996.949
95160,1422835200,2686,996.949
95161,1422838800,2695,996.983
95162,1422842400,2542,997.355
95163,1422846000,2495,997.321
95164,1422849600,2606,997.423
95165,1422853200,2702,997.66
95166,1422856800,2545,997.525
95167,1422860400,2709,997.626
95168,1422864000,2592,998.27
95169,1422867600,2634,998.608
95170,1422871200,2705,999.082
95171,1422874800,2541,998.913
95172,1422878400,2567,998.811
95173,1422882000,2570,998.778
95174,1422885600,2556,998.778
95175,1422889200,2495,999.116
95176,1422892800,2588,999.319
95177,1422896400,2678,999.624
95178,1422900000,2619,999.624
95179,1422903600,2620,999.624
95180,1422907200,2615,999.793
95181,1422910800,2506,999.76
95182,1422914400,2549,999.692
95183,1422918000,2532,999.929
95184,1422921600,2585,999.929
95185,1422925200,2564,999.861
95186,1422928800,2527,999.895
95187,1422932400,2664,999.997
95188,1422936000,2502,1000.17
95189,1422939600,2632,1000.34
95190,1422943200,2614,1000.74
95191,1422946800,2566,1001.08
95192,1422950400,2498,1001.89
95193,1422954000,2601,1002.43
95194,1422957600,2488,1003.04
95195,1422961200,2495,1003.35
95196,1422964800,2484,1003.55
95197,1422968400,2519,1003.92
95198,1422972000,2453,1004.26
95199,1422975600,2565,1004.77
95200,1422979200,2536,1005.24
95201,1422982800,2415,1005.96
95202,1422986400,2521,1006.73
95203,1422990000,2505,1007.62
95204,1422993600,2466,1008.33
95205,1422997200,2523,1008.8
95206,1423000800,2400,1009.51
95207,1423004400,2406,1010.36
95208,1423008000,2511,1010.36
95209,1423011600,2468,1010.46
95210,1423015200,2497,1010.63
95211,1423018800,2487,1010.9
95212,1423022400,2411,1011.14
95213,1423026000,2526,1011.41
95214,1423029600,2503,1011.71
95215,1423033200,2496,1012.29
95216,1423036800,2447,1012.36
95217,1423040400,2444,1013.0
95218,1423044000,2305,1013.34
95219,1423047600,2423,1013.81
95220,1423051200,2380,1013.64
95221,1423054800,2335,1014.25
