,timestamp,value,pressure
606,1082440800,1717,0.0
607,1082444400,1742,0.0
608,1082448000,1708,0.0
609,1082451600,1710,0.0
610,1082455200,1660,0.0
611,1082458800,1668,0.0
612,1082462400,1648,0.0
613,1082466000,1619,0.0
614,1082469600,1639,0.0
615,1082473200,1654,0.0
616,1082476800,1694,0.0
617,1082480400,1786,0.0
618,1082484000,1671,0.0
619,1082487600,1771,0.0
620,1082491200,1764,0.0
621,1082494800,1710,0.0
622,1082498400,1793,0.0
623,1082502000,1778,0.0
624,1082505600,1750,0.0
625,1082509200,1726,0.0
626,1082512800,1708,0.0
627,1082516400,1723,0.0
628,1082520000,1757,0.0
629,1082523600,1748,0.0
630,1082527200,1666,0.0
631,1082530800,1764,0.0
632,1082534400,1713,0.0
633,1082538000,1700,0.0
634,1082541600,1713,0.0
635,1082545200,1684,0.0
636,1082548800,1618,0.0
637,1082552400,1656,0.0
638,1082556000,1588,0.0
639,1082559600,1662,0.0
640,1082563200,456,0.0
641,1082566800,1460,0.0
642,1082570400,1637,0.0
643,1082574000,1649,0.0
644,1082577600,1663,0.0
645,1082581200,1693,0.0
646,1082584800,1699,0.0
647,1082588400,1632,0.0
648,1082592000,1841,0.0
649,1082595600,1856,0.0
650,1082599200,1815,0.0
651,1082602800,1828,0.0
652,1082606400,1802,0.0
653,1082610000,1778,0.0
654,1082613600,1700,0.0
655,1082617200,1715,0.0
656,1082620800,1691,0.0
657,1082624400,1706,0.0
658,1082628000,1665,0.0
659,1082631600,1626,0.0
660,1082635200,1536,0.0
661,1082638800,1573,0.0
662,1082642400,1631,0.0
663,1082646000,1590,0.0
664,1082649600,1573,0.0
665,1082653200,1513,0.0
666,1082656800,1698,0.0
667,1082660400,1691,0.0
668,1082664000,1670,0.0
669,1082667600,1664,0.0
670,1082671200,1628,0.0
671,1082674800,1645,0.0
672,1082678400,1618,0.0
673,1082682000,1655,0.0
674,1082685600,1685,0.0
675,1082689200,1641,0.0
676,1082692800,1668,0.0
677,1082696400,1690,0.0
678,1082700000,1587,0.0
679,1082703600,1546,0.0
680,1082707200,1537,0.0
681,1082710800,1578,0.0
682,1082714400,1578,0.0
683,1082718000,1619,0.0
684,1082721600,1536,0.0
685,1082725200,1592,0.0
686,1082728800,1610,0.0
687,1082732400,168,0.0
780,1083067200,1006,0.0
781,1083070800,1557,0.0
782,1083074400,1681,0.0
783,1083078000,1676,0.0
784,1083081600,1669,0.0
785,1083085200,1676,0.0
786,1083088800,1685,0.0
787,1083092400,1661,0.0
788,1083096000,1774,0.0
789,1083099600,1695,0.0
790,1083103200,1763,0.0
791,1083106800,1792,0.0
792,1083110400,1805,0.0
793,1083114000,1877,0.0
794,1083117600,1813,0.0
795,1083121200,1811,0.0
796,1083124800,1906,0.0
797,1083128400,1818,0.0
798,1083132000,1859,0.0
799,1083135600,1807,0.0
800,1083139200,1769,0.0
801,1083142800,1479,0.0
802,1083146400,2207,0.0
803,1083150000,1992,0.0
804,1083153600,1721,0.0
805,1083157200,1666,0.0
806,1083160800,1669,0.0
807,1083164400,1695,0.0
808,1083168000,518,0.0
809,1083171600,182,0.0
810,1083175200,2642,0.0
811,1083178800,2135,0.0
812,1083182400,1805,0.0
813,1083186000,1746,0.0
814,1083189600,1836,0.0
815,1083193200,1925,0.0
816,1083196800,1976,0.0
817,1083200400,2008,0.0
818,1083204000,1933,0.0
819,1083207600,2001,0.0
820,1083211200,1983,0.0
821,1083214800,1913,0.0
822,1083218400,1896,0.0
823,1083222000,1878,0.0
824,1083225600,1825,0.0
825,1083229200,1850,0.0
826,1083232800,1928,0.0
827,1083236400,1893,0.0
828,1083240000,1832,0.0
829,1083243600,1749,0.0
830,1083247200,1807,0.0
831,1083250800,1851,0.0
832,1083254400,1864,0.0
833,1083258000,1826,0.0
834,1083261600,1742,0.0
835,1083265200,1821,0.0
836,1083268800,1730,0.0
837,1083272400,1775,0.0
838,1083276000,1761,0.0
839,1083279600,1730,0.0
840,1083283200,1762,0.0
841,1083286800,1692,0.0
842,1083290400,1815,0.0
843,1083294000,1771,0.0
844,1083297600,1801,0.0
845,1083301200,1764,0.0
846,1083304800,2060,0.0
847,1083308400,1859,0.0
848,1083312000,1774,0.0
849,1083315600,1766,0.0
850,1083319200,1811,0.0
851,1083322800,1691,0.0
852,1083326400,1648,0.0
853,1083330000,1673,0.0
854,1083333600,1734,0.0
855,1083337200,1730,0.0
856,1083340800,1727,0.0
857,1083344400,1732,0.0
858,1083348000,1723,0.0
859,1083351600,1682,0.0
860,1083355200,1782,0.0
861,1083358800,1666,0.0
862,1083362400,1812,0.0
863,1083366000,1785,0.0
864,1083369600,1705,0.0
865,1083373200,1881,0.0
866,1083376800,1892,0.0
867,1083380400,1850,0.0
868,1083384000,1788,0.0
869,1083387600,1903,0.0
870,1083391200,1838,0.0
871,1083394800,1699,0.0
872,1083398400,1698,0.0
873,1083402000,1678,0.0
874,1083405600,1668,0.0
875,1083409200,1657,0.0
876,1083412800,1654,0.0
877,1083416400,1606,0.0
878,1083420000,1703,0.0
879,1083423600,1776,0.0
880,1083427200,422,0.0
881,1083430800,1554,0.0
882,1083434400,1718,0.0
883,1083438000,1764,0.0
884,1083441600,1720,0.0
885,1083445200,1727,0.0
886,1083448800,1848,0.0
887,1083452400,1808,0.0
888,1083456000,1886,0.0
889,1083459600,1778,0.0
890,1083463200,1802,0.0
891,1083466800,1784,0.0
892,1083470400,1793,0.0
893,1083474000,1806,0.0
894,1083477600,1888,0.0
895,1083481200,1814,0.0
896,1083484800,1704,0.0
897,1083488400,1774,0.0
898,1083492000,1742,0.0
899,1083495600,1767,0.0
900,1083499200,1769,0.0
901,1083502800,1738,0.0
902,1083506400,1702,0.0
903,1083510000,1639,0.0
904,1083513600,1732,0.0
905,1083517200,1737,0.0
906,1083520800,1707,0.0
907,1083524400,1758,0.0
908,1083528000,1744,0.0
909,1083531600,1802,0.0
910,1083535200,1766,0.0
911,1083538800,1769,0.0
912,1083542400,1740,0.0
913,1083546000,460,0.0
914,1083549600,316,0.0
915,1083553200,1647,0.0
916,1083556800,1840,0.0
917,1083560400,1784,0.0
918,1083564000,1733,0.0
919,1083567600,503,0.0
920,1083571200,271,0.0
921,1083574800,1505,0.0
922,1083578400,1687,0.0
923,1083582000,1672,0.0
924,1083585600,472,0.0
925,1083589200,1490,0.0
926,1083592800,1693,0.0
927,1083596400,1672,0.0
928,1083600000,509,0.0
929,1083603600,1617,0.0
930,1083607200,1800,0.0
931,1083610800,1825,0.0
932,1083614400,1859,0.0
933,1083618000,489,0.0
934,1083621600,339,0.0
935,1083625200,1777,0.0
936,1083628800,1795,0.0
937,1083632400,1782,0.0
938,1083636000,1822,0.0
939,1083639600,1777,0.0
940,1083643200,1879,0.0
941,1083646800,1767,0.0
942,1083650400,1772,0.0
943,1083654000,1796,0.0
944,1083657600,1839,0.0
945,1083661200,1806,0.0
946,1083664800,1809,0.0
947,1083668400,1818,0.0
948,1083672000,1838,0.0
949,1083675600,1982,0.0
950,1083679200,1886,0.0
951,1083682800,1934,0.0
952,1083686400,2077,0.0
953,1083690000,2013,0.0
954,1083693600,2094,0.0
955,1083697200,1958,0.0
956,1083700800,1918,0.0
957,1083704400,1920,0.0
958,1083708000,1950,0.0
959,1083711600,1922,0.0
960,1083715200,1876,0.0
961,1083718800,1937,0.0
962,1083722400,1907,0.0
963,1083726000,1866,0.0
964,1083729600,1935,0.0
965,1083733200,1838,0.0
966,1083736800,1824,0.0
967,1083740400,1943,0.0
968,1083744000,1798,0.0
969,1083747600,1832,0.0
970,1083751200,1838,0.0
971,1083754800,1842,0.0
